1pctl,10pctl,50pctl,90pct,99pct,stddev,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
7.59E-05,7.64E-05,7.72E-05,7.83E-05,9.66E-05,3.39E-06,1739, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(366722768), yl(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), WaitSend, End,
7.59E-05,7.64E-05,7.72E-05,7.82E-05,0.000107308,4.18E-06,1792, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitSend, yl(366722768), WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.57E-05,7.64E-05,7.73E-05,7.85E-05,0.00010831,5.19E-06,915, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitSend, WaitRecv, yr(366722768), yl(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.56E-05,7.64E-05,7.73E-05,7.84E-05,0.000106642,4.14E-06,2253, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, WaitSend, yr(355893104), yl(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.58E-05,7.64E-05,7.73E-05,7.84E-05,0.000107675,4.41E-06,2252, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, WaitSend, yl(355893104), yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.57E-05,7.64E-05,7.73E-05,7.85E-05,0.000107829,4.97E-06,2266, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, WaitSend, yl(366722768), yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.57E-05,7.64E-05,7.73E-05,7.84E-05,0.000108156,4.42E-06,2284, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, WaitRecv, yr(355893104), yl(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.58E-05,7.64E-05,7.71E-05,7.80E-05,0.000107297,5.18E-06,1779, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, WaitSend, yl(366722768), yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.58E-05,7.64E-05,7.73E-05,7.85E-05,0.00010607,4.29E-06,882, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, WaitSend, yl(366722768), yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.59E-05,7.64E-05,7.72E-05,7.82E-05,0.00010048,3.49E-06,1738, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(366722768), yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), WaitSend, End,
7.58E-05,7.64E-05,7.73E-05,7.82E-05,0.000103005,3.59E-06,1684, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(355893104), yl(355893104), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.58E-05,7.64E-05,7.74E-05,7.84E-05,0.000105177,3.64E-06,1080, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(355893104), yr(355893104), StreamWait(366722768/355893104), WaitSend, y(366722768), StreamSync(366722768), End,
7.58E-05,7.64E-05,7.73E-05,7.83E-05,0.000106066,4.39E-06,1740, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(366722768), yr(366722768), StreamWait(355893104/366722768), y(355893104), WaitSend, StreamSync(355893104), End,
7.56E-05,7.64E-05,7.73E-05,7.85E-05,0.000103257,3.82E-06,779, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yr(355893104), yl(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
7.58E-05,7.64E-05,7.73E-05,7.85E-05,0.000109084,4.39E-06,2272, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, yl(355893104), WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.58E-05,7.64E-05,7.74E-05,7.86E-05,0.000108792,5.30E-06,843, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(366722768), yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), WaitSend, End,
7.58E-05,7.64E-05,7.74E-05,7.86E-05,0.000107076,4.75E-06,1161, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(366722768), WaitSend, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.57E-05,7.64E-05,7.73E-05,7.86E-05,0.000109769,5.13E-06,896, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitSend, yl(366722768), WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.58E-05,7.64E-05,7.74E-05,7.86E-05,0.000103615,3.68E-06,1081, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(355893104), yl(355893104), StreamWait(366722768/355893104), WaitSend, y(366722768), StreamSync(366722768), End,
7.58E-05,7.64E-05,7.73E-05,7.83E-05,0.00010506,3.74E-06,1748, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(366722768), yl(366722768), WaitSend, StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.58E-05,7.64E-05,7.73E-05,7.83E-05,9.69E-05,3.07E-06,1679, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(355893104), yr(355893104), StreamWait(366722768/355893104), WaitSend, y(366722768), StreamSync(366722768), End,
7.58E-05,7.64E-05,7.74E-05,7.86E-05,0.000109271,8.77E-06,1194, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitSend, yl(366722768), WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.59E-05,7.64E-05,7.73E-05,7.83E-05,0.000102552,3.18E-06,1685, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(355893104), yr(355893104), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.57E-05,7.65E-05,7.74E-05,7.85E-05,0.000108226,4.50E-06,1078, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(355893104), yr(355893104), StreamWait(366722768/355893104), y(366722768), WaitSend, StreamSync(366722768), End,
7.59E-05,7.65E-05,7.72E-05,7.82E-05,0.000107726,5.22E-06,1749, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(366722768), yr(366722768), WaitSend, StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.58E-05,7.65E-05,7.74E-05,7.86E-05,0.000105352,4.05E-06,842, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yr(366722768), yl(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), WaitSend, End,
7.58E-05,7.65E-05,7.74E-05,7.85E-05,0.00010711,4.80E-06,1140, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(366722768), yl(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), WaitSend, End,
7.57E-05,7.65E-05,7.74E-05,7.83E-05,0.000107072,4.17E-06,1742, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(366722768), yr(366722768), StreamWait(355893104/366722768), WaitSend, y(355893104), StreamSync(355893104), End,
7.57E-05,7.65E-05,7.74E-05,7.87E-05,0.000108091,4.54E-06,788, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yr(355893104), yl(355893104), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.59E-05,7.65E-05,7.74E-05,7.85E-05,0.000105336,3.79E-06,1150, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(366722768), yl(366722768), WaitSend, StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.57E-05,7.65E-05,7.74E-05,7.85E-05,0.000108165,4.57E-06,862, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yr(366722768), WaitSend, yl(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.59E-05,7.65E-05,7.73E-05,7.82E-05,0.000106835,4.56E-06,1758, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yl(366722768), WaitSend, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.59E-05,7.65E-05,7.73E-05,7.83E-05,0.000106633,4.01E-06,1677, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(355893104), yl(355893104), StreamWait(366722768/355893104), y(366722768), WaitSend, StreamSync(366722768), End,
7.58E-05,7.65E-05,7.74E-05,7.86E-05,0.000105269,3.86E-06,2195, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(355893104), WaitSend, yl(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.58E-05,7.65E-05,7.73E-05,7.86E-05,0.0001082,4.49E-06,2298, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, WaitRecv, yr(366722768), yl(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.58E-05,7.65E-05,7.74E-05,7.86E-05,0.000107918,4.27E-06,1079, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(355893104), yl(355893104), StreamWait(366722768/355893104), y(366722768), WaitSend, StreamSync(366722768), End,
7.58E-05,7.65E-05,7.73E-05,7.85E-05,0.00010746,4.41E-06,1141, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(366722768), yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), WaitSend, End,
7.57E-05,7.65E-05,7.74E-05,7.86E-05,0.000108188,4.95E-06,2194, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(355893104), WaitSend, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.58E-05,7.65E-05,7.74E-05,7.84E-05,0.000104482,3.64E-06,1160, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(366722768), WaitSend, yl(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.57E-05,7.65E-05,7.74E-05,7.84E-05,0.000106603,3.92E-06,2162, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(355893104), yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
7.59E-05,7.65E-05,7.73E-05,7.84E-05,0.000107015,3.90E-06,2267, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, WaitSend, yr(366722768), yl(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.59E-05,7.65E-05,7.74E-05,7.86E-05,0.00010782,5.57E-06,2172, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(355893104), yl(355893104), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.58E-05,7.65E-05,7.74E-05,7.84E-05,0.000107277,4.06E-06,2299, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, WaitRecv, yl(366722768), yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.59E-05,7.65E-05,7.73E-05,7.83E-05,0.000101041,3.44E-06,1741, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(366722768), yl(366722768), StreamWait(355893104/366722768), y(355893104), WaitSend, StreamSync(355893104), End,
7.58E-05,7.65E-05,7.74E-05,7.84E-05,0.000100939,3.38E-06,789, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(355893104), yr(355893104), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.59E-05,7.65E-05,7.74E-05,7.84E-05,0.000101019,3.66E-06,852, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(366722768), yr(366722768), WaitSend, StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.60E-05,7.65E-05,7.75E-05,7.86E-05,0.000108303,4.25E-06,853, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yr(366722768), yl(366722768), WaitSend, StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.59E-05,7.65E-05,7.74E-05,7.86E-05,0.000104796,3.81E-06,1145, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(366722768), yl(366722768), StreamWait(355893104/366722768), WaitSend, y(355893104), StreamSync(355893104), End,
7.58E-05,7.65E-05,7.75E-05,7.86E-05,0.000106288,3.89E-06,2167, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(355893104), yr(355893104), StreamWait(366722768/355893104), WaitSend, y(366722768), StreamSync(366722768), End,
7.58E-05,7.65E-05,7.73E-05,7.84E-05,0.000106842,4.20E-06,1678, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(355893104), yl(355893104), StreamWait(366722768/355893104), WaitSend, y(366722768), StreamSync(366722768), End,
7.58E-05,7.65E-05,7.75E-05,7.86E-05,0.000105501,3.84E-06,782, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(355893104), yr(355893104), StreamWait(366722768/355893104), WaitSend, y(366722768), StreamSync(366722768), End,
7.59E-05,7.65E-05,7.74E-05,7.85E-05,0.000101031,3.61E-06,1151, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(366722768), yr(366722768), WaitSend, StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.60E-05,7.65E-05,7.74E-05,7.85E-05,0.00010787,4.32E-06,2247, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(366722768), WaitSend, yl(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.60E-05,7.65E-05,7.74E-05,7.87E-05,0.000106256,4.41E-06,1172, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, WaitSend, yr(355893104), yl(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.59E-05,7.65E-05,7.75E-05,7.86E-05,0.000107783,5.89E-06,2165, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(355893104), yl(355893104), StreamWait(366722768/355893104), y(366722768), WaitSend, StreamSync(366722768), End,
7.58E-05,7.65E-05,7.74E-05,7.86E-05,0.000107675,4.52E-06,1142, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(366722768), yl(366722768), StreamWait(355893104/366722768), y(355893104), WaitSend, StreamSync(355893104), End,
7.58E-05,7.65E-05,7.74E-05,7.86E-05,0.000100682,3.56E-06,781, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yr(355893104), yl(355893104), StreamWait(366722768/355893104), y(366722768), WaitSend, StreamSync(366722768), End,
7.60E-05,7.65E-05,7.74E-05,7.86E-05,0.00010848,4.42E-06,1143, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(366722768), yr(366722768), StreamWait(355893104/366722768), y(355893104), WaitSend, StreamSync(355893104), End,
7.59E-05,7.65E-05,7.74E-05,7.86E-05,0.00010543,3.66E-06,2237, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(366722768), yl(366722768), WaitSend, StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.58E-05,7.65E-05,7.74E-05,7.86E-05,0.000108404,4.32E-06,2163, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(355893104), yl(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
7.60E-05,7.65E-05,7.74E-05,7.85E-05,0.000109306,4.62E-06,2280, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, yl(366722768), WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.60E-05,7.65E-05,7.74E-05,7.86E-05,0.000108054,4.63E-06,2227, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(366722768), yl(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), WaitSend, End,
7.58E-05,7.66E-05,7.74E-05,7.86E-05,0.000108033,4.36E-06,2173, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(355893104), yr(355893104), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.60E-05,7.66E-05,7.74E-05,7.85E-05,0.000106861,4.77E-06,1803, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitSend, WaitRecv, yl(355893104), yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.59E-05,7.66E-05,7.75E-05,7.87E-05,0.000108003,4.55E-06,780, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(355893104), yr(355893104), StreamWait(366722768/355893104), y(366722768), WaitSend, StreamSync(366722768), End,
7.59E-05,7.66E-05,7.75E-05,7.86E-05,0.00010882,5.44E-06,2226, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(366722768), yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), WaitSend, End,
7.58E-05,7.66E-05,7.75E-05,7.86E-05,0.000102802,4.23E-06,2166, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yr(355893104), yl(355893104), StreamWait(366722768/355893104), WaitSend, y(366722768), StreamSync(366722768), End,
7.59E-05,7.66E-05,7.74E-05,7.86E-05,0.000105894,4.12E-06,2246, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(366722768), WaitSend, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.60E-05,7.66E-05,7.75E-05,7.87E-05,0.000108408,5.13E-06,2228, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(366722768), yr(366722768), StreamWait(355893104/366722768), y(355893104), WaitSend, StreamSync(355893104), End,
7.60E-05,7.66E-05,7.74E-05,7.84E-05,0.000105697,3.94E-06,1743, Start, Scatter(355893104), PostRecv, StreamSync(355893104), PostSend, WaitRecv, yr(366722768), yl(366722768), StreamWait(355893104/366722768), WaitSend, y(355893104), StreamSync(355893104), End,
7.59E-05,7.66E-05,7.75E-05,7.88E-05,0.000106696,3.94E-06,846, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(366722768), yr(366722768), StreamWait(355893104/366722768), WaitSend, y(355893104), StreamSync(355893104), End,
7.59E-05,7.66E-05,7.75E-05,7.87E-05,0.000108089,4.36E-06,847, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yr(366722768), yl(366722768), StreamWait(355893104/366722768), WaitSend, y(355893104), StreamSync(355893104), End,
7.59E-05,7.66E-05,7.75E-05,7.86E-05,0.000108734,4.85E-06,2164, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(355893104), yr(355893104), StreamWait(366722768/355893104), y(366722768), WaitSend, StreamSync(366722768), End,
7.60E-05,7.66E-05,7.75E-05,7.87E-05,0.000109066,5.86E-06,1115, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yr(355893104), WaitSend, yl(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
